CourseTypeBroadName,FundingGroupName,,UnitLevelCode,UnitPrimaryFOECode,UnitPrimaryFOEDetailedName,UnitPrimaryFOENarrowName,UnitPrimaryFOEBroadName, 2024 EFTSL 
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10711,Hydrology,Earth Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,2,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,31199,Geomatic Engineering Not Elsewhere Classified,Geomatic Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,90309,Human Geography,Studies In Human Society,Society And Culture,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,31199,Geomatic Engineering Not Elsewhere Classified,Geomatic Engineering,Engineering And Related Technologies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10799,Earth Sciences Not Elsewhere Classified,Earth Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40101,Architecture,Architecture And Urban Environment,Architecture And Building,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,4,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.625
Postgraduate Coursework,Domestic - C'wealth Supported,,4,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.625
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,1.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,2
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,2.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,2.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40101,Architecture,Architecture And Urban Environment,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40105,Landscape Architecture,Architecture And Urban Environment,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,1.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,1
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,1.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,1.625
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,2.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,1.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40303,Building Construction Management,Building,Architecture And Building,0.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10901,Biochemistry And Cell Biology,Biological Sciences,Natural And Physical Sciences,2.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10901,Biochemistry And Cell Biology,Biological Sciences,Natural And Physical Sciences,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10901,Biochemistry And Cell Biology,Biological Sciences,Natural And Physical Sciences,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10907,Marine Science,Biological Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,19909,Laboratory Technology,Other Natural And Physical Sciences,Natural And Physical Sciences,0.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,80505,Marketing,Sales And Marketing,Management And Commerce,1.875
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,0,19999,Natural And Physical Sciences Not Elsewhere Classified,Other Natural And Physical Sciences,Natural And Physical Sciences,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.625
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10999,Biological Sciences Not Elsewhere Classified,Biological Sciences,Natural And Physical Sciences,0.875
Postgraduate Coursework,Domestic - C'wealth Supported,,5,80300,Business And Management,Business And Management,Management And Commerce,2.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10901,Biochemistry And Cell Biology,Biological Sciences,Natural And Physical Sciences,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10909,Genetics,Biological Sciences,Natural And Physical Sciences,1.375
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10909,Genetics,Biological Sciences,Natural And Physical Sciences,2.375
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10901,Biochemistry And Cell Biology,Biological Sciences,Natural And Physical Sciences,0.625
Postgraduate Coursework,Domestic - C'wealth Supported,,5,19901,Medical Science,Other Natural And Physical Sciences,Natural And Physical Sciences,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10709,Soil Science,Earth Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10700,Earth Sciences,Earth Sciences,Natural And Physical Sciences,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,4,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,19999,Natural And Physical Sciences Not Elsewhere Classified,Other Natural And Physical Sciences,Natural And Physical Sciences,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,19999,Natural And Physical Sciences Not Elsewhere Classified,Other Natural And Physical Sciences,Natural And Physical Sciences,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,1
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.625
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.625
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.75
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.625
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,2.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,19909,Laboratory Technology,Other Natural And Physical Sciences,Natural And Physical Sciences,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,59901,Pest And Weed Control,"Other Agriculture, Environmental And Related Studies",Agriculture  Environmental And Related Studies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,80301,Business Management,Business And Management,Management And Commerce,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10709,Soil Science,Earth Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,50100,Agriculture,Agriculture,Agriculture  Environmental And Related Studies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,59999,Agriculture  Environmental And Related Studies Not Elsewhere,"Other Agriculture, Environmental And Related Studies",Agriculture  Environmental And Related Studies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10799,Earth Sciences Not Elsewhere Classified,Earth Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,80301,Business Management,Business And Management,Management And Commerce,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,19999,Natural And Physical Sciences Not Elsewhere Classified,Other Natural And Physical Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,19999,Natural And Physical Sciences Not Elsewhere Classified,Other Natural And Physical Sciences,Natural And Physical Sciences,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60199,Medical Studies Not Elsewhere Classified,Medical Studies,Health,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,4,60109,Paediatrics,Medical Studies,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60199,Medical Studies Not Elsewhere Classified,Medical Studies,Health,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60199,Medical Studies Not Elsewhere Classified,Medical Studies,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,1.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61307,Health Promotion,Public Health,Health,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.625
Postgraduate Coursework,Domestic - C'wealth Supported,,4,61311,Epidemiology,Public Health,Health,1
Postgraduate Coursework,Domestic - C'wealth Supported,,5,10905,Ecology And Evolution,Biological Sciences,Natural And Physical Sciences,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61305,Indigenous Health,Public Health,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,5.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,60100,Medical Studies,Medical Studies,Health,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,7
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,10.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,7
Postgraduate Coursework,Domestic - C'wealth Supported,,4,60100,Medical Studies,Medical Studies,Health,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60119,General Practice,Medical Studies,Health,2.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60119,General Practice,Medical Studies,Health,2.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60119,General Practice,Medical Studies,Health,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60119,General Practice,Medical Studies,Health,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,70199,Teacher Education Not Elsewhere Classified,Teacher Education,Education,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,69999,Health Not Elsewhere Classified,Other Health,Health,0.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,70199,Teacher Education Not Elsewhere Classified,Teacher Education,Education,0.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,5.25
Postgraduate Coursework,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,2.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61399,Public Health Not Elsewhere Classified,Public Health,Health,0.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61307,Health Promotion,Public Health,Health,1
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,6
Postgraduate Coursework,Domestic - C'wealth Supported,,4,61311,Epidemiology,Public Health,Health,9.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61305,Indigenous Health,Public Health,Health,1.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,46.125
Postgraduate Coursework,Domestic - C'wealth Supported,,4,60100,Medical Studies,Medical Studies,Health,86.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,36.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,52.125
Postgraduate Coursework,Domestic - C'wealth Supported,,3,60100,Medical Studies,Medical Studies,Health,97
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,34.75
Postgraduate Coursework,Domestic - C'wealth Supported,,3,60100,Medical Studies,Medical Studies,Health,92.5
Postgraduate Coursework,Domestic - C'wealth Supported,,4,60100,Medical Studies,Medical Studies,Health,86.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,1.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,1.625
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,1.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,1.375
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,5.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,5.125
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,2.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60119,General Practice,Medical Studies,Health,19.875
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60119,General Practice,Medical Studies,Health,19.875
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,5.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60119,General Practice,Medical Studies,Health,2.625
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60119,General Practice,Medical Studies,Health,1.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,1.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,0.5
Postgraduate Coursework,Domestic - C'wealth Supported,,5,70199,Teacher Education Not Elsewhere Classified,Teacher Education,Education,4.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,69999,Health Not Elsewhere Classified,Other Health,Health,3.875
Postgraduate Coursework,Domestic - C'wealth Supported,,5,70199,Teacher Education Not Elsewhere Classified,Teacher Education,Education,3.25
Postgraduate Coursework,Domestic - C'wealth Supported,,5,70199,Teacher Education Not Elsewhere Classified,Teacher Education,Education,0.75
Postgraduate Coursework,Domestic - C'wealth Supported,,5,60100,Medical Studies,Medical Studies,Health,46.875
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,2
Postgraduate Coursework,Domestic - C'wealth Supported,,5,61300,Public Health,Public Health,Health,1.875
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,1,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,19999,Natural And Physical Sciences Not Elsewhere Classified,Other Natural And Physical Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,1,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,0.75
Undergraduate,Domestic - C'wealth Supported,,1,10900,Biological Sciences,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.875
Undergraduate,Domestic - C'wealth Supported,,1,100700,Communication And Media Studies,Communication And Media Studies,Creative Arts,0.625
Undergraduate,Domestic - C'wealth Supported,,1,61399,Public Health Not Elsewhere Classified,Public Health,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10905,Ecology And Evolution,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10903,Botany,Biological Sciences,Natural And Physical Sciences,0.75
Undergraduate,Domestic - C'wealth Supported,,1,69903,Human Movement,Other Health,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80301,Business Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91503,Northern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,19903,Forensic Science,Other Natural And Physical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,20100,Computer Science,Computer Science,Information Technology,0.5
Undergraduate,Domestic - C'wealth Supported,,1,91503,Northern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.75
Undergraduate,Domestic - C'wealth Supported,,3,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.75
Undergraduate,Domestic - C'wealth Supported,,3,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.5
Undergraduate,Domestic - C'wealth Supported,,3,50901,Land  Parks And Wildlife Management,Environmental Studies,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,2,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.75
Undergraduate,Domestic - C'wealth Supported,,3,10709,Soil Science,Earth Sciences,Natural And Physical Sciences,0.75
Undergraduate,Domestic - C'wealth Supported,,2,10701,Atmospheric Sciences,Earth Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,1,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,31199,Geomatic Engineering Not Elsewhere Classified,Geomatic Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10709,Soil Science,Earth Sciences,Natural And Physical Sciences,0.75
Undergraduate,Domestic - C'wealth Supported,,3,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.625
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.5
Undergraduate,Domestic - C'wealth Supported,,1,59999,Agriculture  Environmental And Related Studies Not Elsewhere,"Other Agriculture, Environmental And Related Studies",Agriculture  Environmental And Related Studies,0.375
Undergraduate,Domestic - C'wealth Supported,,1,10703,Geology,Earth Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,1,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10900,Biological Sciences,Biological Sciences,Natural And Physical Sciences,0.625
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,2,19999,Natural And Physical Sciences Not Elsewhere Classified,Other Natural And Physical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,2,10905,Ecology And Evolution,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10903,Botany,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,3,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,3,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,3,10709,Soil Science,Earth Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,3,31199,Geomatic Engineering Not Elsewhere Classified,Geomatic Engineering,Engineering And Related Technologies,0.375
Undergraduate,Domestic - C'wealth Supported,,2,10709,Soil Science,Earth Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,4,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,3,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.25
Undergraduate,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90900,Law,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
